# Title Delone variety and input centering M2A  C
# Radius of confusion 0.1
# min best Sella values 5.77248e-14
# max best Sella values 0.130656
0.092388,0,-0.038268,0.113152,
-0.092388,0,0.038268,0.113152,
-0.092388,0,-0.038268,0.113152,
0.086584,0.021956,0.044958,0.115703,
0.086584,0.021956,-0.044958,0.115703,
0.086584,-0.021956,0.044958,0.0979039,
-0.086584,0.021956,0.044958,0.0979039,
0.086584,-0.021956,-0.044958,0.0979039,
-0.086584,0.021956,-0.044958,0.0979039,
-0.086584,-0.021956,0.044958,0.115703,
-0.086584,-0.021956,-0.044958,0.115703,
0.075926,0.04268,0.049128,0.11313,
0.075926,0.04268,-0.049128,0.11313,
0.075926,-0.04268,0.049128,0.0794821,
-0.075926,0.04268,0.049128,0.0794821,
0.075926,-0.04268,-0.049128,0.0794821,
-0.075926,0.04268,-0.049128,0.0794821,
-0.075926,-0.04268,0.049128,0.11313,
-0.075926,-0.04268,-0.049128,0.11313,
0.061013,0.061013,0.050545,0.105678,
0.061013,0.061013,-0.050545,0.105678,
0.061013,-0.061013,0.050545,0.061013,
-0.061013,0.061013,0.050545,0.061013,
0.061013,-0.061013,-0.050545,0.061013,
-0.061013,0.061013,-0.050545,0.061013,
-0.061013,-0.061013,0.050545,0.105678,
-0.061013,-0.061013,-0.050545,0.105678,
0.04268,0.075926,0.049128,0.0941025,
0.04268,0.075926,-0.049128,0.0941025,
0.04268,-0.075926,0.049128,0.0487261,
-0.04268,0.075926,0.049128,0.0487261,
0.04268,-0.075926,-0.049128,0.0487261,
-0.04268,0.075926,-0.049128,0.0487261,
-0.04268,-0.075926,0.049128,0.0941025,
-0.04268,-0.075926,-0.049128,0.0941025,
0.021956,0.086584,0.044958,0.0798281,
0.021956,0.086584,-0.044958,0.0798281,
0.021956,-0.086584,0.044958,0.0506997,
-0.021956,0.086584,0.044958,0.0506997,
0.021956,-0.086584,-0.044958,0.0506997,
-0.021956,0.086584,-0.044958,0.0506997,
-0.021956,-0.086584,0.044958,0.0798281,
-0.021956,-0.086584,-0.044958,0.0798281,
0,0.092388,0.038268,0.0653282,
0,0.092388,-0.038268,0.0653282,
0,-0.092388,0.038268,0.0653282,
0,-0.092388,-0.038268,0.0653282,
0.098079,0,0.019509,0.120122,
0.098079,0,-0.019509,0.120122,
-0.098079,0,0.019509,0.120122,
-0.098079,0,-0.019509,0.120122,
0.094925,0.02132,0.023123,0.125568,
0.094925,0.02132,-0.023123,0.125568,
0.094925,-0.02132,0.023123,0.108257,
-0.094925,0.02132,0.023123,0.108257,
0.094925,-0.02132,-0.023123,0.108257,
-0.094925,0.02132,-0.023123,0.108257,
-0.094925,-0.02132,0.023123,0.125568,
-0.094925,-0.02132,-0.023123,0.125568,
0.087239,0.041621,0.025632,0.126147,
0.087239,0.041621,-0.025632,0.126147,
0.087239,-0.041621,0.025632,0.0930115,
-0.087239,0.041621,0.025632,0.0930115,
0.087239,-0.041621,-0.025632,0.0930115,
-0.087239,0.041621,-0.025632,0.0930115,
-0.087239,-0.041621,0.025632,0.126147,
-0.087239,-0.041621,-0.025632,0.126147,
0.075387,0.059935,0.026917,0.121816,
0.075387,0.059935,-0.026917,0.121816,
0.075387,-0.059935,0.026917,0.0761747,
-0.075387,0.059935,0.026917,0.0761747,
0.075387,-0.059935,-0.026917,0.0761747,
-0.075387,0.059935,-0.026917,0.0761747,
-0.075387,-0.059935,0.026917,0.121816,
-0.075387,-0.059935,-0.026917,0.121816,
0.059935,0.075387,0.026917,0.112908,
0.059935,0.075387,-0.026917,0.112908,
0.059935,-0.075387,0.026917,0.0609228,
-0.059935,0.075387,0.026917,0.0609228,
0.059935,-0.075387,-0.026917,0.0609228,
-0.059935,0.075387,-0.026917,0.0609228,
-0.059935,-0.075387,0.026917,0.112908,
-0.059935,-0.075387,-0.026917,0.112908,
0.041621,0.087239,0.025632,0.100174,
0.041621,0.087239,-0.025632,0.100174,
0.041621,-0.087239,0.025632,0.0526575,
-0.041621,0.087239,0.025632,0.0526575,
0.041621,-0.087239,-0.025632,0.0526575,
-0.041621,0.087239,-0.025632,0.0526575,
-0.041621,-0.087239,0.025632,0.100174,
-0.041621,-0.087239,-0.025632,0.100174,
0.02132,0.094925,0.023123,0.0849176,
0.02132,0.094925,-0.023123,0.0849176,
0.02132,-0.094925,0.023123,0.056244,
-0.02132,0.094925,0.023123,0.056244,
0.02132,-0.094925,-0.023123,0.056244,
-0.02132,0.094925,-0.023123,0.056244,
-0.02132,-0.094925,0.023123,0.0849176,
-0.02132,-0.094925,-0.023123,0.0849176,
-0,0.098079,0.019509,0.0693523,
-0,0.098079,-0.019509,0.0693523,
-0,-0.098079,0.019509,0.0693523,
